url,text,likes_cnt,reposts_cnt,comments_cnt
https://www.linkedin.com/in/dmitriy-c-329128146,"Приветики!Если ты хорошо знаешь JS (а может быть еще и React), то что насчет вписаться к нам развивать самый большой в РФ сервис для рекламодателей? У нас есть сырки, интересные разнообразные задачки и кайфовые разноплановые мероприятияПогнали в телегу за подробностями: https://t.me/callmedmitriy#react #yandex #hire",6,1 репост,0
https://www.linkedin.com/in/kirill-ivanov-b9a27012a,"Hello!I am looking for Graduate/Junior Python Developer or Data Analyst position in the UK.I am a recent PhD graduate with deep understanding of Computer Science and Economics, excellent math skills especially in matching theory.Education: Computer Science (Undergraduate, 2015), Economics (MRes and PhD, 2017 and 2022).Right to work in the UK: Until July 2025.#python #pythondeveloper #dataanalyst #work #economics #phd #computerscience #OpenToWork #junior #graduate",19,1 репост,1 комментарий
https://www.linkedin.com/in/kirill-ivanov-b9a27012a,"A friend in mine is looking for Junior Software Developer position in the UK.Excellent math skills especially matching theory.Looking for an interesting project in Software Development as Junior at Python.Education: Computer Science (Undergraduate, 2015), Economics (MRes and PhD, 2017 and 2022).Right to work in the UK: Yes. #python #softwaredeveloper #work #economics #phd #computerscience #opentowork #juniorhttps://lnkd.in/es9mQN2g #",2,0,0
https://www.linkedin.com/in/0juba,"На связи Авито с подборкой вакансий Go-разработчиков 😉📎 В команду внутренних проектов, которая развивает платформу Backoffice as a Service: bit.ly/3MeoqEc📎 В команду Mobile Design System, которая разрабатывает Backend-driven UI фреймворк: bit.ly/42DvKiN📎 В команду Performance, которая отвечает за скорость работы Авито на всех платформах: bit.ly/44QJkR5📎 В команду тарифов, которая отвечает за всё, что связано с монетизацией в мобильном приложении Авито: bit.ly/3nIslQuБудем рады, если вы сделаете наши команды ещё сильнее 💪#go #вакансии #avito_vacancy",Alena Frolova и еще 19 участников,4 репоста,0
https://www.linkedin.com/in/0juba,"Собрали подборку вакансий Go-разработчиков в разные направления и решили сразу же поделиться с вами:👕 В команду маркетплейса, которая развивает платформу для покупки и продажи товаров: bit.ly/3oOzzT2👨‍💼 В команду, которая отвечает за разработку и использование платформы профилей: bit.ly/448zDx9🔎 В команду, которая развивает платформу верификации: bit.ly/428hCgq🏠 В команду краткосрочной аренды, которая работает над улучшением опыта арендатора и развитием полного цикла бронирования: bit.ly/40G9vqsПрисоединяйтесь к нам 🌟#go #вакансии #avito_vacancy",0,0,0
https://www.linkedin.com/in/0juba,"Всем привет!У нас в команде Авито Недвижимость открыта позиция Go разработчика, присоединяйтесь)Ссылка на вакансию http://bit.ly/3EbqoB1Смело пишите мне в лс или откликайтесь по ссылке выше.",0,0,0
https://www.linkedin.com/in/0juba,"Собрали подборку вакансий Go-разработчиков, точно сможете найти ту самую 💫⚡️ В команду Антибота, которая обеспечивает безопасность технологической платформы, офисной инфраструктуры и всех продуктов Авито: bit.ly/3KWE1Xg⚡️ В команду Automation, которая разрабатывает внутренний платформенный продукт: bit.ly/3H4rf7N⚡️ В команду биллинга, которая занимается разработкой сервисов финансового учёта: bit.ly/441BbZF#go #вакансии #avito_vacancy",1,0,0
https://www.linkedin.com/in/0juba,"Ищем инженера по информационной безопасности в Security Operation Center. Ждём, что специалист обладает опытом расследования инцидентов ИБ в гетерогенной инфраструктуре и хорошо знаком с обслуживанием полного цикла их обработки.В Авито мы используем множество современных технологий, поэтому у нас можно получить ценный опыт по обеспечению безопасности инцидентов ИБ 🔥🔐 Подробнее читайте тут: bit.ly/3mLvMFw#security #вакансии #avito_vacancy",0,0,0
https://www.linkedin.com/in/0juba,No text,0,0,0
https://www.linkedin.com/in/0juba,No text,0,0,0
