url,text,likes_cnt,reposts_cnt,comments_cnt
https://www.linkedin.com/in/michilegorov,Всем привет!Выпустил свою первую статью на хабр!https://lnkd.in/dt9N6D7BСтатья про историю и технологии разработки игры https://guess-word.com и как мы создали игру с элементами машинного обучения и вышли в ноль за 2 месяцаПри внимательном прочтении вы даже сможете запустить первую версию игры!,17,0,0
https://www.linkedin.com/in/michilegorov,"Если вам интересно позалипать в слова, я запустил игру!https://guess-word.com/Особенно понравится братьям NLP-шникам)",6,0,2 comments
https://www.linkedin.com/in/michilegorov,"Если вам интересно позалипать в слова, я запустил игру!https://guess-word.com/Особенно понравится братьям NLP-шникам)",17,6 reposts,0
https://www.linkedin.com/in/michilegorov,"Hi everyone - I am looking for a new role and would appreciate your support. Thank you in advance for any connections, advice, or opportunities you can offer. #OpenToWork",2,0,0
https://www.linkedin.com/in/diana-bogdanova-026860206,I’m happy to share that I’m starting a new position as an IT Recruiter!,34,0,5 comments
https://www.linkedin.com/in/dariaivanova,"С трепетом готов представить свой продукт. Рефни - первый сервис реферального рекрутинга в ИТ🔥 На нем каждый может посоветовать друга/ знакомого /коллегу на открытую позицию в компании и получить за рекомендацию денежное вознаграждение💰 Идея создания внешнего реферального сервиса зародилась у меня давно. Еще в период пандемии я посоветовал пару людей на хорошие должности в разные компании. Их взяли, все счастливы. Тогда я и подумал - пора! Создание команды, подготовка ТЗ, изучение самых разных нюансов, о которых я раньше не знал и, самое волнительное, поиск инвестора. Все получилось, и все это теперь позади, а впереди только постоянное развитие продукта 🌱Посмотрите, что у нас вышло: refni.ruДрузья, буду благодарен, если вы поддержите меня и мою команду репостом, а также подпишитесь на наш канал в телеграме - https://t.me/refni_ru",8,0,0
https://www.linkedin.com/in/dariaivanova,"Apparently, you need to use some special resume template that beats ATS robots if you want recruiters to even consider your application. 🤔Wrong! 🤦‍♂️ That's like saying all restaurants need to serve the same type of food in order to be successful. Just because you have a special template doesn't mean it's the only way to get noticed by recruiters and beat the ATS robots.Here are the top 5 resume myths that candidates should know:⚠️ Myth 1: Your resume must be one page long.While it is generally recommended to keep your resume as concise as possible, there is no hard and fast rule that says it must be one page long. The length of your resume should be determined by the relevance and quality of your experiences and skills, rather than an arbitrary page limit.⚠️ Myth 2: You need a special resume template to beat ATS robots.While having an aesthetically-pleasing, well-formatted resume is important, there’s no special type of resume template that will get past an ATS robot. While it is true that certain formatting and layout choices can increase the chances of your resume being seen by a human recruiter, there is no foolproof way to beat ATS systems.Instead of focusing on finding a ""magic"" template, it is generally better to create a clear and concise resume that highlights your relevant skills and experiences. Resume templates that will beat ATS robots don't exist!⚠️ Myth 3: You need to use a resume scanner to get feedback on your resume's impact and ATS compliance.False. While resume scanners can be a helpful tool, they are not a substitute for a thorough review by a human recruiter or career professional. It is important to have your resume reviewed by someone who can provide personalized feedback and guidance on how to improve the content and formatting of your resume.⚠️ Myth 4: Your resume should include your entire work history.It is not necessary to include every job you've ever had on your resume. Instead, focus on including the most relevant and recent experiences that demonstrate your qualifications for the position you are applying for.⚠️ Myth 5: Hidden keywords in the resume will help you beat ATS robots.While it is important to include relevant keywords in your resume, trying to sneak in hidden keywords in an attempt to ""beat"" an ATS (applicant tracking system) is not a good strategy. This can come across as spammy and may actually hurt your chances of getting hired.👉 Here's the bottom line: The best thing you can do with your resume is to keep it simple, clear, and concise. Focus on what matters – your experience, skills, and accomplishments – and make sure your language is professional but not overly formal. That way, you can be sure that your resume will stand out from the rest!Good luck, job seekers! 🚀#career #recruitment #resume",5,0,0
https://www.linkedin.com/in/dariaivanova,"I’ve had lots of questions about what we’re seeing at Deel in this job climate. How are employers reacting to today’s reality, and what does our data show? 🧵👀Deel handles HR for global teams - onboarding, payments, and yes - even terminations. Here’s what’s trending across hundreds of thousands of workers in 100+ countries 🌎1/ The debate around local vs. global pay is dead ☠️ The balance of power has swung back to employers, and our data shows that the majority are practicing location-based compensation2/ Layoffs. Lots to unpack here.Engineers - more redundant in leaner times - made up 10% of all terminations handled by Deel in 2022. Customer support, data, and product groups saw an overall increase of terminations. 3/ Our data shows that the US, UK, and Canada were disproportionately impacted by layoffs.4/ The tech industry suffered the majority of terminations this year, followed by financial services, e-learning, and marketing/advertising. Real estate and media saw the largest % increase in terminations. 5/ It’s too early to tell how this climate will impact salaries long-term - they’re down <1% across all roles in 2022. But workers in some countries, like Colombia, Nigeria, and Spain, are seeing a larger-than-average reduction in salaries.6/ There are silver linings. Companies are becoming leaner overall, but hiring globally is significantly increasing. These hiring lanes from top-employing countries grew fastest: 🇺🇸US hiring from 🇬🇪Georgia   🇬🇧UK hiring from 🇹🇷 Turkey  🇨🇦Canada hiring from 🇵🇰Pakistan 7/ USD is a 🔑 attraction as budgets tighten. Given its strength, more contractors are opting to get paid in USD. In Q1, the % of global worker contracts in USD averaged 35% & jumped to 38% in Q2.8/ Remote is the “it” work perk. 💅In 2022, 89% of Deel contracts were remote. A first for LinkedIn, 50% of all applications submitted in 2022 were for remote roles, but < 20% of all listed roles offer that flexibility!9/ Workers are more nomadic, moving for adventure, family and…tax incentives. 🧳Countries like Spain, Estonia & UAE are getting creative with visa schemes & e-residency programs to attract talent. I expect more gov'ts to follow. We're processing hundreds of visas per month.10/ My (biased) outlook? 🔮 More orgs & workers will think global. Better HR tech makes it easier to reduce costs AND build strong culture across borders. The world of work has changed. Dated systems won’t cut it. 2023: HR goes from cost center to competitive advantage. ✨Fin",3,0,0
https://www.linkedin.com/in/dariaivanova,"For this #WorldMentalHealthDay we want to express the importance of keeping a healthy, happy mind. Mental health problems affect us all, directly or indirectly — so we all have a part to play in solving this issue. AppFollow takes the mental health of employees extremely seriously. We have always tried to maintain a healthy, open, and flexible workplace. Read about how AppFollow prioritises employee mental health here:",2,0,0
https://www.linkedin.com/in/dariaivanova,"To continue the celebration for #CustomerServiceWeek, we'd like to thank our very own Customer Support Team on all their efforts to support our clients and guide them towards a great customer experience!With this in mind, the video below provides a glimpse of our wonderful support team members, as they explain what they do at AppFollow in the day to day, and a bit about who they are!Enjoy 🎉😍https://hubs.la/H0Z2tfy0",0,0,0
